Proyecto de Ley;Fecha Documento;Fecha de Presentación;N. Trámite;N. Documento;Estado;Comisión asignada;Fecha Calificación CAL;Proponentes
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA";"2024-10-29";"2024-10-29";"457965";"AN-ANMF-2024-23-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-11-13";"ARAUJO NOBOA MARÍA FERNANDA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE CREACIÓN DE LA LEY ORGÁNICA DE CREACIÓN DE LA LEY ORGÁNICA PARA EL FOMENTO Y ATENCIÓN A LAS ALTAS CAPACIDADES INTELECTUALES Y AL TALENTO";"2024-10-29";"2024-10-29";"457989";"045-GBC-SDT-2024";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2024-12-06";"BENÍTEZ CALVA EDGAR GEOVANNY(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE EDUCACIÓN SUPERIOR PARA LA DEMOCRATIZACIÓN DEL SISTEMA DE EDUCACIÓN SUPERIOR";"2024-10-23";"2024-10-29";"457954";"AN-UTCA-2024-0076-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2024-12-06";"UGSHA TOAQUIZA CÉSAR ARTURO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA CONSERVACIÓN Y PROTECCIÓN DE PÁRAMOS";"2024-10-29";"2024-10-29";"457943";"023-JCRP-EC-E-2024-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Bodiversidad y Recursos Naturales";"2024-11-13";"ROSERO PAZ JUAN CARLOS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE ORGANIZACIÓN TERRITORIAL, AUTONOMÍA Y DESCENTRALIZACIÓN COOTAD";"2024-10-29";"2024-10-29";"457967";"006-AN-CTRC-2024";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Gobiernos Autónomos, Descentralización, Competencias y Organización del Territorio";"2024-11-13";"CERDA TAPUY ROBERTO CARLOS(ASAMBLEÍSTA)"
"PROYECTO DE LEY PARA LA CRIANZA, FAENAMIENTO, COMERCIALIZACIÓN Y EXPORTACIÓN DE CUYES EN ECUADOR";"2024-10-28";"2024-10-29";"457980";"457980";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2024-11-22";"DURÁN AGUILAR LILIANA ELIZABETH(ASAMBLEÍSTA)/ MÉNDEZ ROJAS FERNANDA MABEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA CUMPLIMIENTO DE LAS OBLIGACIONES FISCALES DEL ECUADOR Y ESTÍMULO DEL DEPORTE, EDUCACIÓN FÍSICA Y RECREACIÓN";"2024-10-24";"2024-10-24";"T-394-SGJ-24-0402";"T-394-SGJ-24-0402";"PROYECTO PRESENTADO";"No Asignado";null;"NOBOA AZIN DANIEL ROY-GILCHRIST(PRESIDENCIA DE LA REPÚBLICA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL";"2024-10-22";"2024-10-23";"457676";"AN-BVHS-2024-050-2024";"PROYECTO PRESENTADO";"No Asignado";null;"BÓSQUEZ VILLENA HENRY SAÚL(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIO A LA LEY QUE ESTABLECE RENTAS EN FAVOR DE LAS PROVINCIAS DEL AZUAY, CAÑAR, MORONA SANTIAGO Y TUNGURAHUA POR VENTA DE ENERGÍA ELÉCTRICA (DECRETO LEY NO. 047) INCLUYENDO A SANTO DOMINGO DE LOS TSACHILAS EN LAS REGALÍAS DE LA HIDROELÉCTRICA TOACHI-PILATÓN";"2024-10-22";"2024-10-22";"457650";"457650";"PROYECTO TRAMITADO EN PRIMER DEBATE";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2024-11-22";"BENÍTEZ CALVA EDGAR GEOVANNY(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DEL SERVICIO PÚBLICO, ELIMINACIÓN DE SUELDOS VITALICIOS A EXPRESIDENTES Y VICEPRESIDENTES";"2024-10-18";"2024-10-18";"457469";"0082-JEPL-EC-E-2024-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2024-11-07";"POLANCO LARA JOHN EDISON(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE GARANTÍA DE DERECHOS DE LA NATURALEZA FRENTE A LAS ACTIVIDADES EXTRACTIVISTAS";"2024-10-18";"2024-10-18";"457446";"AN-RCBY-2024-0653-OF";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Bodiversidad y Recursos Naturales";"2024-11-09";"BALTAZAR YUCAILLA ROSA CECILIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE LA ECONOMÍA SOCIAL DE LOS CONOCIMIENTOS, CREATIVIDAD E INNOVACIÓN PARA REGULAR LAS FACILIDADES DE PAGO DE LOS CRÉDITOS EDUCATIVOS, BECAS Y ASISTENCIAS FINANCIERAS";"2024-10-17";"2024-10-17";"457337";"AN-NDJE-2024-0210-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2024-11-07";"NORIEGA DONOSO JAHIREN ELIZABETH(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE SALUD MENTAL PARA PRIORIZAR SU FINANCIAMIENTO";"2024-10-17";"2024-10-17";"457360";"AN-ADGM-2024-0169-O";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho a la Salud y el Deporte";"2024-11-07";"GARCÍA MEJÍA ADRIANA DENISSE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA PARA EL DESARROLLO DE LA ACUICULTURA Y PESCA PARA IMPLEMENTAR EL RÉGIMEN LABORAL DE LOS PESCADORES Y FOMENTAR EL TRABAJO LOCAL";"2024-10-17";"2024-10-17";"457361";"AN-ADGM-2024-0170-O";"PROYECTO PRESENTADO";"No Asignado";null;"GARCÍA MEJÍA ADRIANA DENISSE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO DE LA NIÑEZ Y ADOLESCENCIA EN EL ÁMBITO DE LA TENENCIA COMPARTIDA Y EL CÁLCULO PARA LAS PENSIONES ALIMENTICIAS AL RESPECTO DEL DÉCIMO CUARTO SUELDO";"2024-10-17";"2024-10-17";"457352";"457352";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Protección Integral a Niñas, Niños y Adolescentes";"2024-11-07";"VERA MORA CARLOS EDILBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY PARA LA INCLUSIÓN ADECUADA DE PERSONAS CON CONDICIÓN DE TALLA BAJA";"2024-10-16";"2024-10-16";"AN-ASAM-2024-0182-M";"AN-ASAM-2024-0182-M";"PROYECTO PRESENTADO";"No Asignado";null;"ACHI SIBRI AUDY MARCELO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL Y AL CÓDIGO ORGÁNICO DEL AMBIENTE PARA PREVENIR INCENDIOS Y LA VIGILANCIA EFECTIVA DE LA QUEMA CONTROLADA";"2024-10-16";"2024-10-16";"457290";"AN-OVJC-2024-0154-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-11-07";"ORTIZ VILLAVICENCIO JOHANNA CECIBEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA EL COMBATE Y LA ADAPTACIÓN AL CAMBIO CLIMÁTICO";"2024-10-14";"2024-10-15";"457201";"AN-RCSE-2024-0128-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Bodiversidad y Recursos Naturales";"2024-11-07";"RUEDA CAMACHO SANDRA ELIZABETH(ASAMBLEÍSTA)"
"PROYECTO DE LEY INTERPRETATIVA AL ARTÍCULO 24 DE LA LEY ORGÁNICA PARA FOMENTAR LA PRODUCCIÓN, COMERCIALIZACIÓN, INDUSTRIALIZACIÓN, CONSUMO Y FIJACIÓN DEL PRECIO DE LA LECHE Y SUS DERIVADOS";"2024-10-10";"2024-10-10";"457009";"AN-VAJL-2024-20-OF";"INFORME PARA PRIMER DEBATE";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2024-10-23";"VALLEJO AYALA JOSÉ LUIS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA  VARIOS CUERPOS DE LEY PARA EL REGISTRO DE DEFUNCIÓN DE CONCEBIDOS NO NACIDOS";"2024-10-09";"2024-10-09";"456938";"AN-VMCE-0059-2024-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-09-04";"VERA MORA CARLOS EDILBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA";"2024-10-09";"2024-10-09";"456901";"004-AN-CTRC-2024";"PROYECTO PRESENTADO";"No Asignado";null;"CERDA TAPUY ROBERTO CARLOS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL EN EL RÉGIMEN DE REGULACIÓN Y PENALIZACIÓN POR EL USO DE ARMAS TRAUMÁTICAS";"2024-10-09";"2024-10-09";"456937";"AN-VMCE-0060-2024-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-10-23";"VERA MORA CARLOS EDILBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DE LA LEY ORGÁNICA DE MOVILIDAD HUMANA";"2024-10-08";"2024-10-08";"456808";"AN-072-MYY-2024";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Relaciones Internacionales y Movilidad Humana";"2024-10-16";"YUMBAY YALLICO MARIANA(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A VARIAS LEYES PARA GARANTIZAR LOS DERECHOS DE LOS TRABAJADORES AUTÓNOMOS QUE LABORAN EN LAS CALLES - LEY MARÍA";"2024-10-08";"2024-10-08";"456841";"AN-PVJE-2024-052-C";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2024-11-07";"PARRA VILLACIS JONATHAN EMANUEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY DE TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL EN BENEFICIO DE LOS HABITANTES DE LA PROVINCIA DE GALÁPAGOS";"2024-10-08";"2024-10-08";"456844";"AN-AFMJ-2024-0138-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2024-10-23";"AGUAS FLORES MILTON JAVIER(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO DE TRABAJO QUE REGULA EL TRABAJO PENOSO, PELIGROSO, TÓXICO E INSALUBRE";"2024-10-08";"2024-10-08";"456814";"456814";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2024-10-16";"TAPIA ESCALANTE MANUEL HUMBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA";"2024-10-08";"2024-10-08";"456849";"AN-MPEE-2024-0116-M";"PROYECTO PRESENTADO";"No Asignado";null;"MENDOZA PALMA ERWIN EDUARDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICA INTEGRAL PENAL, RESPECTO A LA OBTENCIÓN DE LA PRELIBERTAD O RÉGIMEN SEMIABIERTO CUMPLIENDO CON LA REPARACIÓN INTEGRAL DE VÍCTIMAS Y AL ESTADO";"2024-10-08";"2024-10-08";"456840";"AN-GAAM-2024-0111-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-10-23";"GALARZA AÑAZCO ANA MERCEDES(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE PROTECCIÓN DIGITAL";"2024-10-08";"2024-10-08";"456821";"AN-ABIM-2024-0210-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía, Integración y Seguridad Integral";"2024-10-23";"ALARCÓN BUENO INÉS MARGARITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE CREACIÓN DE LA UNIVERSIDAD PÚBLICA DE SANTO DOMINGO DE LOS TSÁCHILAS";"2024-10-07";"2024-10-07";"456770";"T.383-SGJ-24-0382";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2024-10-17";"NOBOA AZIN DANIEL ROY-GILCHRIST(PRESIDENCIA DE LA REPÚBLICA)"
"PROYECTO DE LEY ORGÁNICA DE PROTECCIÓN LABORAL Y AMBIENTAL A LOS TRABAJADORES EN LA INDUSTRIA DEL CEMENTO";"2024-10-07";"2024-10-07";"AN-MRFM-2024-0105-M";"AN-MRFM-2024-0105-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2024-10-17";"MÉNDEZ ROJAS FERNANDA MABEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA PREVENCIÓN, DETECCIÓN Y ATENCIÓN DEL CÁNCER CÉRVICO UTERINO";"2024-10-07";"2024-10-07";"456744";"AN-MA-2024-0060-O";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho a la Salud y el Deporte";"2024-10-23";"AROTINGO CUSHCAGUA ROSA MARGARITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE CREACIÓN DE LA UNIVERSIDAD DE SANTO DOMINGO DE LOS TSÁCHILAS";"2024-10-06";"2024-10-06";"AN-VRRV-2024-0055-M";"AN-VRRV-2024-0055-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2024-10-10";"VELOZ RAMÍREZ REBECA VIVIANA(ASAMBLEÍSTA)/ BENÍTEZ CALVA EDGAR GEOVANNY(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIO AL CÓDIGO ORGÁNICO INTEGRAL PENAL";"2024-10-02";"2024-10-02";"456517";"AN-ZGVJ-2024-0084-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-10-16";"ZAMBRANO GONZÁLEZ VIVIANA JACQUELINE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE PREVENCIÓN, DETECCIÓN Y COMBATE DEL DELITO DE LAVADO DE ACTIVOS Y DE LA FINANCIACIÓN DE OTROS DELITOS";"2024-10-02";"2024-10-02";"456520";"456520";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2024-10-16";"POSSO NARANJO LUCIA ANABELLE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL";"2024-10-02";"2024-10-02";"456531";"456531";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2024-10-16";"MIRANDA GILER LYNE KATIUSKA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE PLANIFICACIÓN Y DESARROLLO INTEGRAL DE LA CIRCUNSCRIPCIÓN TERRITORIAL ESPECIAL AMAZÓNICA";"2024-10-02";"2024-10-02";"456525";"AN-FRFA-2024-0062-M";"ARCHIVADO";"No se Asigna Comisión por calificación Negada";"2024-10-16";"FERNÁNDEZ ROSALES FAUSTO ARMANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL - PROTECCIÓN AL MEDIO AMBIENTE";"2024-10-02";"2024-10-02";"456523";"AN-EEMM-2024-0087-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-10-10";"ERBS ESTUPIÑÁN MARÍA MERCEDES(ASAMBLEÍSTA)/ BUESTAN CARABAJO PAÚL FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY PARA LA ESTABILIZACIÓN LABORAL DEL PERSONAL VINCULADO BAJO EL RÉGIMEN DE CONTRATO OCASIONAL O NOMBRAMIENTO PROVISIONAL POR MÁS DE CINCO AÑOS (456522)";"2024-10-02";"2024-10-02";"456522";"456522";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2024-10-16";"MOLINA MENÉNDEZ MARÍA GABRIELA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA PARA LA CONFORMACIÓN DE LA COMISIÓN PERMANENTE DE DERECHOS DE LAS MUJERES Y GENERO";"2024-10-02";"2024-10-02";"456528";"AN-MTRB-2024-0150-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-10-10";"MAYORGA TAPIA ROSA BELÉN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DEL SISTEMA NACIONAL DE CONTRATACIÓN PÚBLICA";"2024-09-24";"2024-10-02";"456532";"AN-CHZPA-2024-0135-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2024-11-07";"CHÁVEZ ZAVALA PATRICIO ALBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE EDUCACIÓN SUPERIOR";"2024-10-02";"2024-10-02";"456526";"AN-VQCA-2023.2024-2-150";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2024-10-16";"VEGA QUEZADA CRISTHIAN ANTONIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL EN CONTRA DE LA MANIPULACIÓN EN EVENTOS DEPORTIVOS Y EN LA ANTIPIRATERÍA";"2024-10-01";"2024-10-01";"456468";"456468";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-10-16";"ALARCÓN BUENO INÉS MARGARITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIAS LEYES PARA SANCIONAR EL TERRORISMO AMBIENTAL Y FORTALECER LA GESTIÓN DE RIESGOS ANTE INCENDIOS";"2024-10-01";"2024-10-01";"456451";"AN-AMTC-2024-0128-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-10-16";"PASQUEL ANDRADE MARÍA TERESA DEL CARMEN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE ECONOMÍA POPULAR Y SOLIDARIA";"2024-09-30";"2024-10-01";"456456";"AN-MVDF-2024-0091-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2024-10-16";"MATOVELLE VERA DIEGO FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA DE LA LEY DE SEGURIDAD SOCIAL RESPECTO DEL RÉGIMEN ESPECIAL DEL SEGURO SOCIAL CAMPESINO";"2024-10-01";"2024-10-01";"456470";"AN-UTCA-2024-0065-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2024-10-17";"UGSHA TOAQUIZA CÉSAR ARTURO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PRA LA MORATORIA Y RECALENDARIZACIÓN DE PAGOS AL SECTOR FINANCIERO PÚBLICO Y PRIVADO POR LOS PROBLEMAS ECONÓMICOS DERIVADOS DE LA CRISIS SANITARIA Y DE LA DELINCUENCIA";"2024-10-01";"2024-10-01";"456478";"456478";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2024-10-16";"ESPÍN REYES EUGENIA SOFÍA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DE LOS ARTÍCULOS 89, 93 Y 100 DE LA LEY DE SEGURIDAD SOCIAL, PARA EL ASEGURAMIENTO DE LOS DERECHOS DE LAS/ LOS TRABAJADORES Y SERVIDORES DE LOS GOBIERNOS AUTÓNOMOS DESCENTRALIZADOS";"2024-09-30";"2024-10-01";"456466";"135-AN-JEIA-2024";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2024-10-17";"INTRIAGO ALCÍVAR JAMINTON ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE JUVENTUDES";"2024-09-24";"2024-10-01";"456476";"AN-CHZPA-2024-0134-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad";"2024-10-16";"CHÁVEZ ZAVALA PATRICIO ALBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO DE LA NIÑEZ Y ADOLESCENCIA EN MATERIA DE RÉGIMEN DE SANCIONES";"2024-10-01";"2024-10-01";"456502";"AN-VMCE-0055-2024-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Protección Integral a Niñas, Niños y Adolescentes";"2024-10-16";"VERA MORA CARLOS EDILBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL PARA LA ERRADICACIÓN DEL ABIGEATO";"2024-10-01";"2024-10-01";"456492";"040-GBC-SDT-2024";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-10-10";"BENÍTEZ CALVA EDGAR GEOVANNY(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIO A LA LEY DE SEGURIDAD SOCIAL DE LA POLICÍA NACIONAL";"2024-10-01";"2024-10-01";"AN-KKHF-2024-0035-M";"AN-KKHF-2024-0035-M";"PROYECTO PRESENTADO";"No Asignado";null;"KRONFLE KOZHAYA HENRY FABIÁN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL E MATERIA DE INCEDIOS Y TERRORISMO";"2024-10-29";"2024-09-30";"456301";"456301";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-10-16";"ACAITURRI VILLA VARAS JORGE ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO DE LA NIÑEZ Y ADOLESCENCIA";"2024-09-30";"2024-09-30";"456490";"AN-GBJL-2024-0078-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Protección Integral a Niñas, Niños y Adolescentes";"2024-10-16";"GUEVARA BENAVIDEZ JORGE LUIS(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE ECONOMÍA NARANJA";"2024-09-30";"2024-09-30";"AN-KKHF-2024-0032-M";"AN-KKHF-2024-0032-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2024-10-10";"KRONFLE KOZHAYA HENRY FABIÁN(ASAMBLEÍSTA)"
"PROYECTO DE LEY PARA LA EXTENSIÓN Y FORTALECIMIENTO DE LA SEGURIDAD SOCIAL DE LOS TAXISTAS ECUATORIANOS";"2024-09-30";"2024-09-30";"456382";"456382";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2024-10-16";"VERA PALACIOS OTTO SANTIAGO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE SERVICIO PÚBLICO DE ENERGÍA ELÉCTRICA PARA SUPERAR LA EMERGENCIA ELÉCTRICA";"2024-09-30";"2024-09-30";"AN-KKHF-2024-0031-M";"AN-KKHF-2024-0031-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2024-10-04";"KRONFLE KOZHAYA HENRY FABIÁN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL PARA LA PROTECCIÓN A MENORES DE EDAD ANTE LA VENTA DE ALCOHOL Y TABACO";"2024-09-30";"2024-09-30";"456489";"AN-GBJL-2024-0079-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-10-16";"GUEVARA BENAVIDEZ JORGE LUIS(ASAMBLEÍSTA)"
